rule	precision_at_K	recall_at_K	f1_at_K	rep	n	frac_tp	effect	hetero	fragile
q	0.48	0.48	0.48	41	8	0.05	strong	False	0.5
abs_d	0.8	0.8	0.8000000000000002	41	8	0.05	strong	False	0.5
S	0.52	0.52	0.52	41	8	0.05	strong	False	0.5
q	0.52	0.52	0.52	42	8	0.05	strong	False	0.5
abs_d	0.8	0.8	0.8000000000000002	42	8	0.05	strong	False	0.5
S	0.52	0.52	0.52	42	8	0.05	strong	False	0.5
q	0.52	0.52	0.52	43	8	0.05	strong	False	0.5
abs_d	0.84	0.84	0.8399999999999999	43	8	0.05	strong	False	0.5
S	0.52	0.52	0.52	43	8	0.05	strong	False	0.5
q	0.52	0.52	0.52	44	8	0.05	strong	False	0.5
abs_d	0.76	0.76	0.76	44	8	0.05	strong	False	0.5
S	0.56	0.56	0.56	44	8	0.05	strong	False	0.5
q	0.52	0.52	0.52	45	8	0.05	strong	False	0.5
abs_d	0.68	0.68	0.68	45	8	0.05	strong	False	0.5
S	0.52	0.52	0.52	45	8	0.05	strong	False	0.5
q	0.52	0.52	0.52	46	8	0.05	strong	False	0.5
abs_d	0.76	0.76	0.76	46	8	0.05	strong	False	0.5
S	0.52	0.52	0.52	46	8	0.05	strong	False	0.5
q	0.52	0.52	0.52	47	8	0.05	strong	False	0.5
abs_d	0.76	0.76	0.76	47	8	0.05	strong	False	0.5
S	0.52	0.52	0.52	47	8	0.05	strong	False	0.5
q	0.52	0.52	0.52	48	8	0.05	strong	False	0.5
abs_d	0.84	0.84	0.8399999999999999	48	8	0.05	strong	False	0.5
S	0.52	0.52	0.52	48	8	0.05	strong	False	0.5
q	0.48	0.48	0.48	49	8	0.05	strong	False	0.5
abs_d	0.76	0.76	0.76	49	8	0.05	strong	False	0.5
S	0.48	0.48	0.48	49	8	0.05	strong	False	0.5
q	0.92	0.92	0.92	0	8	0.05	strong	True	0.0
abs_d	0.96	0.96	0.96	0	8	0.05	strong	True	0.0
S	0.96	0.96	0.96	0	8	0.05	strong	True	0.0
q	0.84	0.84	0.8399999999999999	1	8	0.05	strong	True	0.0
abs_d	0.96	0.96	0.96	1	8	0.05	strong	True	0.0
S	0.92	0.92	0.92	1	8	0.05	strong	True	0.0
q	0.88	0.88	0.88	2	8	0.05	strong	True	0.0
abs_d	0.92	0.92	0.92	2	8	0.05	strong	True	0.0
S	0.88	0.88	0.88	2	8	0.05	strong	True	0.0
q	0.92	0.92	0.92	3	8	0.05	strong	True	0.0
abs_d	1.0	1.0	1.0	3	8	0.05	strong	True	0.0
S	1.0	1.0	1.0	3	8	0.05	strong	True	0.0
q	0.88	0.88	0.88	4	8	0.05	strong	True	0.0
abs_d	0.92	0.92	0.92	4	8	0.05	strong	True	0.0
S	0.92	0.92	0.92	4	8	0.05	strong	True	0.0
q	0.8	0.8	0.8000000000000002	5	8	0.05	strong	True	0.0
abs_d	0.92	0.92	0.92	5	8	0.05	strong	True	0.0
S	0.84	0.84	0.8399999999999999	5	8	0.05	strong	True	0.0
q	0.88	0.88	0.88	6	8	0.05	strong	True	0.0
abs_d	0.96	0.96	0.96	6	8	0.05	strong	True	0.0
S	0.96	0.96	0.96	6	8	0.05	strong	True	0.0
q	0.88	0.88	0.88	7	8	0.05	strong	True	0.0
abs_d	0.92	0.92	0.92	7	8	0.05	strong	True	0.0
S	0.92	0.92	0.92	7	8	0.05	strong	True	0.0
q	0.88	0.88	0.88	8	8	0.05	strong	True	0.0
abs_d	0.96	0.96	0.96	8	8	0.05	strong	True	0.0
S	0.96	0.96	0.96	8	8	0.05	strong	True	0.0
q	0.88	0.88	0.88	9	8	0.05	strong	True	0.0
abs_d	0.96	0.96	0.96	9	8	0.05	strong	True	0.0
S	0.96	0.96	0.96	9	8	0.05	strong	True	0.0
q	0.6	0.6	0.6	10	8	0.05	strong	True	0.0
abs_d	0.76	0.76	0.76	10	8	0.05	strong	True	0.0
S	0.72	0.72	0.72	10	8	0.05	strong	True	0.0
q	0.8	0.8	0.8000000000000002	11	8	0.05	strong	True	0.0
abs_d	0.96	0.96	0.96	11	8	0.05	strong	True	0.0
S	0.92	0.92	0.92	11	8	0.05	strong	True	0.0
q	0.8	0.8	0.8000000000000002	12	8	0.05	strong	True	0.0
abs_d	0.84	0.84	0.8399999999999999	12	8	0.05	strong	True	0.0
S	0.84	0.84	0.8399999999999999	12	8	0.05	strong	True	0.0
q	0.88	0.88	0.88	13	8	0.05	strong	True	0.0
abs_d	1.0	1.0	1.0	13	8	0.05	strong	True	0.0
S	1.0	1.0	1.0	13	8	0.05	strong	True	0.0
q	0.84	0.84	0.8399999999999999	14	8	0.05	strong	True	0.0
abs_d	0.92	0.92	0.92	14	8	0.05	strong	True	0.0
S	0.96	0.96	0.96	14	8	0.05	strong	True	0.0
q	0.84	0.84	0.8399999999999999	15	8	0.05	strong	True	0.0
abs_d	0.96	0.96	0.96	15	8	0.05	strong	True	0.0
S	0.96	0.96	0.96	15	8	0.05	strong	True	0.0
q	0.96	0.96	0.96	16	8	0.05	strong	True	0.0
abs_d	1.0	1.0	1.0	16	8	0.05	strong	True	0.0
S	0.96	0.96	0.96	16	8	0.05	strong	True	0.0
q	0.96	0.96	0.96	17	8	0.05	strong	True	0.0
abs_d	1.0	1.0	1.0	17	8	0.05	strong	True	0.0
S	1.0	1.0	1.0	17	8	0.05	strong	True	0.0
q	0.88	0.88	0.88	18	8	0.05	strong	True	0.0
abs_d	0.96	0.96	0.96	18	8	0.05	strong	True	0.0
S	1.0	1.0	1.0	18	8	0.05	strong	True	0.0
q	0.72	0.72	0.72	19	8	0.05	strong	True	0.0
abs_d	0.92	0.92	0.92	19	8	0.05	strong	True	0.0
S	0.92	0.92	0.92	19	8	0.05	strong	True	0.0
q	0.84	0.84	0.8399999999999999	20	8	0.05	strong	True	0.0
abs_d	0.92	0.92	0.92	20	8	0.05	strong	True	0.0
S	0.92	0.92	0.92	20	8	0.05	strong	True	0.0
q	0.96	0.96	0.96	21	8	0.05	strong	True	0.0
abs_d	0.96	0.96	0.96	21	8	0.05	strong	True	0.0
S	1.0	1.0	1.0	21	8	0.05	strong	True	0.0
q	0.76	0.76	0.76	22	8	0.05	strong	True	0.0
abs_d	0.84	0.84	0.8399999999999999	22	8	0.05	strong	True	0.0
S	0.84	0.84	0.8399999999999999	22	8	0.05	strong	True	0.0
q	0.88	0.88	0.88	23	8	0.05	strong	True	0.0
abs_d	0.96	0.96	0.96	23	8	0.05	strong	True	0.0
S	0.96	0.96	0.96	23	8	0.05	strong	True	0.0
q	0.88	0.88	0.88	24	8	0.05	strong	True	0.0
abs_d	0.96	0.96	0.96	24	8	0.05	strong	True	0.0
S	0.96	0.96	0.96	24	8	0.05	strong	True	0.0
q	0.92	0.92	0.92	25	8	0.05	strong	True	0.0
abs_d	0.96	0.96	0.96	25	8	0.05	strong	True	0.0
S	0.96	0.96	0.96	25	8	0.05	strong	True	0.0
q	0.88	0.88	0.88	26	8	0.05	strong	True	0.0
abs_d	1.0	1.0	1.0	26	8	0.05	strong	True	0.0
S	0.96	0.96	0.96	26	8	0.05	strong	True	0.0
q	0.8	0.8	0.8000000000000002	27	8	0.05	strong	True	0.0
abs_d	0.96	0.96	0.96	27	8	0.05	strong	True	0.0
S	0.88	0.88	0.88	27	8	0.05	strong	True	0.0
q	0.96	0.96	0.96	28	8	0.05	strong	True	0.0
abs_d	0.96	0.96	0.96	28	8	0.05	strong	True	0.0
S	0.96	0.96	0.96	28	8	0.05	strong	True	0.0
q	0.88	0.88	0.88	29	8	0.05	strong	True	0.0
abs_d	0.96	0.96	0.96	29	8	0.05	strong	True	0.0
S	0.88	0.88	0.88	29	8	0.05	strong	True	0.0
q	0.96	0.96	0.96	30	8	0.05	strong	True	0.0
abs_d	1.0	1.0	1.0	30	8	0.05	strong	True	0.0
S	1.0	1.0	1.0	30	8	0.05	strong	True	0.0
q	0.76	0.76	0.76	31	8	0.05	strong	True	0.0
abs_d	0.88	0.88	0.88	31	8	0.05	strong	True	0.0
S	0.84	0.84	0.8399999999999999	31	8	0.05	strong	True	0.0
q	0.84	0.84	0.8399999999999999	32	8	0.05	strong	True	0.0
abs_d	1.0	1.0	1.0	32	8	0.05	strong	True	0.0
S	0.96	0.96	0.96	32	8	0.05	strong	True	0.0
q	0.84	0.84	0.8399999999999999	33	8	0.05	strong	True	0.0
abs_d	0.92	0.92	0.92	33	8	0.05	strong	True	0.0
S	1.0	1.0	1.0	33	8	0.05	strong	True	0.0
q	0.92	0.92	0.92	34	8	0.05	strong	True	0.0
abs_d	0.96	0.96	0.96	34	8	0.05	strong	True	0.0
S	0.96	0.96	0.96	34	8	0.05	strong	True	0.0
q	0.84	0.84	0.8399999999999999	35	8	0.05	strong	True	0.0
abs_d	0.88	0.88	0.88	35	8	0.05	strong	True	0.0
S	0.88	0.88	0.88	35	8	0.05	strong	True	0.0
q	0.6	0.6	0.6	36	8	0.05	strong	True	0.0
abs_d	0.84	0.84	0.8399999999999999	36	8	0.05	strong	True	0.0
S	0.72	0.72	0.72	36	8	0.05	strong	True	0.0
q	0.76	0.76	0.76	37	8	0.05	strong	True	0.0
abs_d	0.88	0.88	0.88	37	8	0.05	strong	True	0.0
S	0.88	0.88	0.88	37	8	0.05	strong	True	0.0
q	0.8	0.8	0.8000000000000002	38	8	0.05	strong	True	0.0
abs_d	0.92	0.92	0.92	38	8	0.05	strong	True	0.0
S	0.88	0.88	0.88	38	8	0.05	strong	True	0.0
q	0.76	0.76	0.76	39	8	0.05	strong	True	0.0
abs_d	0.8	0.8	0.8000000000000002	39	8	0.05	strong	True	0.0
S	0.8	0.8	0.8000000000000002	39	8	0.05	strong	True	0.0
q	0.92	0.92	0.92	40	8	0.05	strong	True	0.0
abs_d	1.0	1.0	1.0	40	8	0.05	strong	True	0.0
S	1.0	1.0	1.0	40	8	0.05	strong	True	0.0
q	0.8	0.8	0.8000000000000002	41	8	0.05	strong	True	0.0
abs_d	0.92	0.92	0.92	41	8	0.05	strong	True	0.0
S	0.88	0.88	0.88	41	8	0.05	strong	True	0.0
q	0.88	0.88	0.88	42	8	0.05	strong	True	0.0
abs_d	0.92	0.92	0.92	42	8	0.05	strong	True	0.0
S	0.92	0.92	0.92	42	8	0.05	strong	True	0.0
q	0.88	0.88	0.88	43	8	0.05	strong	True	0.0
abs_d	0.96	0.96	0.96	43	8	0.05	strong	True	0.0
S	0.92	0.92	0.92	43	8	0.05	strong	True	0.0
q	0.92	0.92	0.92	44	8	0.05	strong	True	0.0
abs_d	1.0	1.0	1.0	44	8	0.05	strong	True	0.0
S	0.96	0.96	0.96	44	8	0.05	strong	True	0.0
q	0.8	0.8	0.8000000000000002	45	8	0.05	strong	True	0.0
abs_d	0.96	0.96	0.96	45	8	0.05	strong	True	0.0
S	0.88	0.88	0.88	45	8	0.05	strong	True	0.0
q	0.88	0.88	0.88	46	8	0.05	strong	True	0.0
abs_d	0.92	0.92	0.92	46	8	0.05	strong	True	0.0
S	0.92	0.92	0.92	46	8	0.05	strong	True	0.0
q	0.88	0.88	0.88	47	8	0.05	strong	True	0.0
abs_d	1.0	1.0	1.0	47	8	0.05	strong	True	0.0
S	1.0	1.0	1.0	47	8	0.05	strong	True	0.0
q	0.84	0.84	0.8399999999999999	48	8	0.05	strong	True	0.0
abs_d	0.92	0.92	0.92	48	8	0.05	strong	True	0.0
S	0.88	0.88	0.88	48	8	0.05	strong	True	0.0
q	0.88	0.88	0.88	49	8	0.05	strong	True	0.0
abs_d	0.96	0.96	0.96	49	8	0.05	strong	True	0.0
S	0.96	0.96	0.96	49	8	0.05	strong	True	0.0
q	0.72	0.72	0.72	0	8	0.05	strong	True	0.25
abs_d	0.84	0.84	0.8399999999999999	0	8	0.05	strong	True	0.25
S	0.76	0.76	0.76	0	8	0.05	strong	True	0.25
q	0.72	0.72	0.72	1	8	0.05	strong	True	0.25
abs_d	0.96	0.96	0.96	1	8	0.05	strong	True	0.25
S	0.76	0.76	0.76	1	8	0.05	strong	True	0.25
q	0.76	0.76	0.76	2	8	0.05	strong	True	0.25
abs_d	0.84	0.84	0.8399999999999999	2	8	0.05	strong	True	0.25
S	0.76	0.76	0.76	2	8	0.05	strong	True	0.25
q	0.68	0.68	0.68	3	8	0.05	strong	True	0.25
abs_d	0.88	0.88	0.88	3	8	0.05	strong	True	0.25
S	0.72	0.72	0.72	3	8	0.05	strong	True	0.25
q	0.72	0.72	0.72	4	8	0.05	strong	True	0.25
abs_d	0.8	0.8	0.8000000000000002	4	8	0.05	strong	True	0.25
S	0.76	0.76	0.76	4	8	0.05	strong	True	0.25
q	0.72	0.72	0.72	5	8	0.05	strong	True	0.25
abs_d	0.84	0.84	0.8399999999999999	5	8	0.05	strong	True	0.25
S	0.76	0.76	0.76	5	8	0.05	strong	True	0.25
q	0.68	0.68	0.68	6	8	0.05	strong	True	0.25
abs_d	0.76	0.76	0.76	6	8	0.05	strong	True	0.25
S	0.76	0.76	0.76	6	8	0.05	strong	True	0.25
q	0.72	0.72	0.72	7	8	0.05	strong	True	0.25
abs_d	0.92	0.92	0.92	7	8	0.05	strong	True	0.25
S	0.72	0.72	0.72	7	8	0.05	strong	True	0.25
q	0.64	0.64	0.64	8	8	0.05	strong	True	0.25
abs_d	0.76	0.76	0.76	8	8	0.05	strong	True	0.25
S	0.68	0.68	0.68	8	8	0.05	strong	True	0.25
q	0.68	0.68	0.68	9	8	0.05	strong	True	0.25
abs_d	0.88	0.88	0.88	9	8	0.05	strong	True	0.25
S	0.76	0.76	0.76	9	8	0.05	strong	True	0.25
q	0.64	0.64	0.64	10	8	0.05	strong	True	0.25
abs_d	0.72	0.72	0.72	10	8	0.05	strong	True	0.25
S	0.72	0.72	0.72	10	8	0.05	strong	True	0.25
q	0.72	0.72	0.72	11	8	0.05	strong	True	0.25
abs_d	0.76	0.76	0.76	11	8	0.05	strong	True	0.25
S	0.72	0.72	0.72	11	8	0.05	strong	True	0.25
q	0.6	0.6	0.6	12	8	0.05	strong	True	0.25
abs_d	0.8	0.8	0.8000000000000002	12	8	0.05	strong	True	0.25
S	0.68	0.68	0.68	12	8	0.05	strong	True	0.25
q	0.68	0.68	0.68	13	8	0.05	strong	True	0.25
abs_d	0.8	0.8	0.8000000000000002	13	8	0.05	strong	True	0.25
S	0.72	0.72	0.72	13	8	0.05	strong	True	0.25
q	0.68	0.68	0.68	14	8	0.05	strong	True	0.25
abs_d	0.84	0.84	0.8399999999999999	14	8	0.05	strong	True	0.25
S	0.76	0.76	0.76	14	8	0.05	strong	True	0.25
q	0.64	0.64	0.64	15	8	0.05	strong	True	0.25
abs_d	0.84	0.84	0.8399999999999999	15	8	0.05	strong	True	0.25
S	0.72	0.72	0.72	15	8	0.05	strong	True	0.25
q	0.68	0.68	0.68	16	8	0.05	strong	True	0.25
abs_d	0.88	0.88	0.88	16	8	0.05	strong	True	0.25
S	0.76	0.76	0.76	16	8	0.05	strong	True	0.25
q	0.76	0.76	0.76	17	8	0.05	strong	True	0.25
abs_d	0.8	0.8	0.8000000000000002	17	8	0.05	strong	True	0.25
S	0.76	0.76	0.76	17	8	0.05	strong	True	0.25
q	0.68	0.68	0.68	18	8	0.05	strong	True	0.25
abs_d	0.76	0.76	0.76	18	8	0.05	strong	True	0.25
S	0.72	0.72	0.72	18	8	0.05	strong	True	0.25
q	0.68	0.68	0.68	19	8	0.05	strong	True	0.25
abs_d	0.84	0.84	0.8399999999999999	19	8	0.05	strong	True	0.25
S	0.72	0.72	0.72	19	8	0.05	strong	True	0.25
q	0.72	0.72	0.72	20	8	0.05	strong	True	0.25
abs_d	0.8	0.8	0.8000000000000002	20	8	0.05	strong	True	0.25
S	0.72	0.72	0.72	20	8	0.05	strong	True	0.25
q	0.64	0.64	0.64	21	8	0.05	strong	True	0.25
abs_d	0.84	0.84	0.8399999999999999	21	8	0.05	strong	True	0.25
S	0.76	0.76	0.76	21	8	0.05	strong	True	0.25
q	0.72	0.72	0.72	22	8	0.05	strong	True	0.25
abs_d	0.76	0.76	0.76	22	8	0.05	strong	True	0.25
S	0.72	0.72	0.72	22	8	0.05	strong	True	0.25
q	0.72	0.72	0.72	23	8	0.05	strong	True	0.25
abs_d	0.8	0.8	0.8000000000000002	23	8	0.05	strong	True	0.25
S	0.76	0.76	0.76	23	8	0.05	strong	True	0.25
q	0.56	0.56	0.56	24	8	0.05	strong	True	0.25
abs_d	0.8	0.8	0.8000000000000002	24	8	0.05	strong	True	0.25
S	0.68	0.68	0.68	24	8	0.05	strong	True	0.25
q	0.72	0.72	0.72	25	8	0.05	strong	True	0.25
abs_d	0.84	0.84	0.8399999999999999	25	8	0.05	strong	True	0.25
S	0.76	0.76	0.76	25	8	0.05	strong	True	0.25
q	0.68	0.68	0.68	26	8	0.05	strong	True	0.25
abs_d	0.84	0.84	0.8399999999999999	26	8	0.05	strong	True	0.25
S	0.72	0.72	0.72	26	8	0.05	strong	True	0.25
q	0.68	0.68	0.68	27	8	0.05	strong	True	0.25
abs_d	0.76	0.76	0.76	27	8	0.05	strong	True	0.25
S	0.72	0.72	0.72	27	8	0.05	strong	True	0.25
q	0.68	0.68	0.68	28	8	0.05	strong	True	0.25
abs_d	0.84	0.84	0.8399999999999999	28	8	0.05	strong	True	0.25
S	0.68	0.68	0.68	28	8	0.05	strong	True	0.25
q	0.76	0.76	0.76	29	8	0.05	strong	True	0.25
abs_d	0.76	0.76	0.76	29	8	0.05	strong	True	0.25
S	0.76	0.76	0.76	29	8	0.05	strong	True	0.25
q	0.68	0.68	0.68	30	8	0.05	strong	True	0.25
abs_d	0.8	0.8	0.8000000000000002	30	8	0.05	strong	True	0.25
S	0.72	0.72	0.72	30	8	0.05	strong	True	0.25
q	0.72	0.72	0.72	31	8	0.05	strong	True	0.25
abs_d	0.84	0.84	0.8399999999999999	31	8	0.05	strong	True	0.25
S	0.76	0.76	0.76	31	8	0.05	strong	True	0.25
q	0.72	0.72	0.72	32	8	0.05	strong	True	0.25
abs_d	0.84	0.84	0.8399999999999999	32	8	0.05	strong	True	0.25
S	0.72	0.72	0.72	32	8	0.05	strong	True	0.25
q	0.68	0.68	0.68	33	8	0.05	strong	True	0.25
abs_d	0.76	0.76	0.76	33	8	0.05	strong	True	0.25
S	0.76	0.76	0.76	33	8	0.05	strong	True	0.25
q	0.72	0.72	0.72	34	8	0.05	strong	True	0.25
abs_d	0.92	0.92	0.92	34	8	0.05	strong	True	0.25
S	0.76	0.76	0.76	34	8	0.05	strong	True	0.25
q	0.72	0.72	0.72	35	8	0.05	strong	True	0.25
abs_d	0.84	0.84	0.8399999999999999	35	8	0.05	strong	True	0.25
S	0.76	0.76	0.76	35	8	0.05	strong	True	0.25
q	0.68	0.68	0.68	36	8	0.05	strong	True	0.25
abs_d	0.8	0.8	0.8000000000000002	36	8	0.05	strong	True	0.25
S	0.68	0.68	0.68	36	8	0.05	strong	True	0.25
q	0.72	0.72	0.72	37	8	0.05	strong	True	0.25
abs_d	0.84	0.84	0.8399999999999999	37	8	0.05	strong	True	0.25
S	0.76	0.76	0.76	37	8	0.05	strong	True	0.25
q	0.68	0.68	0.68	38	8	0.05	strong	True	0.25
abs_d	0.72	0.72	0.72	38	8	0.05	strong	True	0.25
S	0.72	0.72	0.72	38	8	0.05	strong	True	0.25
q	0.68	0.68	0.68	39	8	0.05	strong	True	0.25
abs_d	0.92	0.92	0.92	39	8	0.05	strong	True	0.25
S	0.76	0.76	0.76	39	8	0.05	strong	True	0.25
q	0.6	0.6	0.6	40	8	0.05	strong	True	0.25
abs_d	0.72	0.72	0.72	40	8	0.05	strong	True	0.25
S	0.72	0.72	0.72	40	8	0.05	strong	True	0.25
q	0.76	0.76	0.76	41	8	0.05	strong	True	0.25
abs_d	0.84	0.84	0.8399999999999999	41	8	0.05	strong	True	0.25
S	0.76	0.76	0.76	41	8	0.05	strong	True	0.25
q	0.72	0.72	0.72	42	8	0.05	strong	True	0.25
abs_d	0.84	0.84	0.8399999999999999	42	8	0.05	strong	True	0.25
S	0.72	0.72	0.72	42	8	0.05	strong	True	0.25
q	0.68	0.68	0.68	43	8	0.05	strong	True	0.25
abs_d	0.88	0.88	0.88	43	8	0.05	strong	True	0.25
S	0.72	0.72	0.72	43	8	0.05	strong	True	0.25
q	0.76	0.76	0.76	44	8	0.05	strong	True	0.25
abs_d	0.84	0.84	0.8399999999999999	44	8	0.05	strong	True	0.25
S	0.76	0.76	0.76	44	8	0.05	strong	True	0.25
q	0.6	0.6	0.6	45	8	0.05	strong	True	0.25
abs_d	0.76	0.76	0.76	45	8	0.05	strong	True	0.25
S	0.6	0.6	0.6	45	8	0.05	strong	True	0.25
q	0.72	0.72	0.72	46	8	0.05	strong	True	0.25
abs_d	0.88	0.88	0.88	46	8	0.05	strong	True	0.25
S	0.76	0.76	0.76	46	8	0.05	strong	True	0.25
q	0.6	0.6	0.6	47	8	0.05	strong	True	0.25
abs_d	0.72	0.72	0.72	47	8	0.05	strong	True	0.25
S	0.68	0.68	0.68	47	8	0.05	strong	True	0.25
q	0.72	0.72	0.72	48	8	0.05	strong	True	0.25
abs_d	0.76	0.76	0.76	48	8	0.05	strong	True	0.25
S	0.72	0.72	0.72	48	8	0.05	strong	True	0.25
q	0.68	0.68	0.68	49	8	0.05	strong	True	0.25
abs_d	0.72	0.72	0.72	49	8	0.05	strong	True	0.25
S	0.72	0.72	0.72	49	8	0.05	strong	True	0.25
q	0.48	0.48	0.48	0	8	0.05	strong	True	0.5
abs_d	0.76	0.76	0.76	0	8	0.05	strong	True	0.5
S	0.56	0.56	0.56	0	8	0.05	strong	True	0.5
q	0.52	0.52	0.52	1	8	0.05	strong	True	0.5
abs_d	0.8	0.8	0.8000000000000002	1	8	0.05	strong	True	0.5
S	0.56	0.56	0.56	1	8	0.05	strong	True	0.5
q	0.52	0.52	0.52	2	8	0.05	strong	True	0.5
abs_d	0.76	0.76	0.76	2	8	0.05	strong	True	0.5
S	0.52	0.52	0.52	2	8	0.05	strong	True	0.5
q	0.48	0.48	0.48	3	8	0.05	strong	True	0.5
abs_d	0.8	0.8	0.8000000000000002	3	8	0.05	strong	True	0.5
S	0.52	0.52	0.52	3	8	0.05	strong	True	0.5
q	0.52	0.52	0.52	4	8	0.05	strong	True	0.5
abs_d	0.8	0.8	0.8000000000000002	4	8	0.05	strong	True	0.5
S	0.52	0.52	0.52	4	8	0.05	strong	True	0.5
q	0.48	0.48	0.48	5	8	0.05	strong	True	0.5
abs_d	0.64	0.64	0.64	5	8	0.05	strong	True	0.5
S	0.52	0.52	0.52	5	8	0.05	strong	True	0.5
q	0.52	0.52	0.52	6	8	0.05	strong	True	0.5
abs_d	0.76	0.76	0.76	6	8	0.05	strong	True	0.5
S	0.52	0.52	0.52	6	8	0.05	strong	True	0.5
q	0.48	0.48	0.48	7	8	0.05	strong	True	0.5
abs_d	0.8	0.8	0.8000000000000002	7	8	0.05	strong	True	0.5
S	0.52	0.52	0.52	7	8	0.05	strong	True	0.5
q	0.52	0.52	0.52	8	8	0.05	strong	True	0.5
abs_d	0.72	0.72	0.72	8	8	0.05	strong	True	0.5
S	0.56	0.56	0.56	8	8	0.05	strong	True	0.5
q	0.48	0.48	0.48	9	8	0.05	strong	True	0.5
abs_d	0.64	0.64	0.64	9	8	0.05	strong	True	0.5
S	0.48	0.48	0.48	9	8	0.05	strong	True	0.5
q	0.4	0.4	0.4000000000000001	10	8	0.05	strong	True	0.5
abs_d	0.72	0.72	0.72	10	8	0.05	strong	True	0.5
S	0.48	0.48	0.48	10	8	0.05	strong	True	0.5
q	0.48	0.48	0.48	11	8	0.05	strong	True	0.5
abs_d	0.76	0.76	0.76	11	8	0.05	strong	True	0.5
S	0.48	0.48	0.48	11	8	0.05	strong	True	0.5
q	0.4	0.4	0.4000000000000001	12	8	0.05	strong	True	0.5
abs_d	0.76	0.76	0.76	12	8	0.05	strong	True	0.5
S	0.48	0.48	0.48	12	8	0.05	strong	True	0.5
q	0.52	0.52	0.52	13	8	0.05	strong	True	0.5
abs_d	0.84	0.84	0.8399999999999999	13	8	0.05	strong	True	0.5
S	0.52	0.52	0.52	13	8	0.05	strong	True	0.5
q	0.48	0.48	0.48	14	8	0.05	strong	True	0.5
abs_d	0.72	0.72	0.72	14	8	0.05	strong	True	0.5
S	0.52	0.52	0.52	14	8	0.05	strong	True	0.5
q	0.44	0.44	0.44	15	8	0.05	strong	True	0.5
abs_d	0.64	0.64	0.64	15	8	0.05	strong	True	0.5
S	0.44	0.44	0.44	15	8	0.05	strong	True	0.5
q	0.48	0.48	0.48	16	8	0.05	strong	True	0.5
abs_d	0.68	0.68	0.68	16	8	0.05	strong	True	0.5
S	0.48	0.48	0.48	16	8	0.05	strong	True	0.5
q	0.48	0.48	0.48	17	8	0.05	strong	True	0.5
abs_d	0.68	0.68	0.68	17	8	0.05	strong	True	0.5
S	0.52	0.52	0.52	17	8	0.05	strong	True	0.5
q	0.52	0.52	0.52	18	8	0.05	strong	True	0.5
abs_d	0.68	0.68	0.68	18	8	0.05	strong	True	0.5
S	0.52	0.52	0.52	18	8	0.05	strong	True	0.5
q	0.52	0.52	0.52	19	8	0.05	strong	True	0.5
abs_d	0.8	0.8	0.8000000000000002	19	8	0.05	strong	True	0.5
S	0.56	0.56	0.56	19	8	0.05	strong	True	0.5
q	0.48	0.48	0.48	20	8	0.05	strong	True	0.5
abs_d	0.84	0.84	0.8399999999999999	20	8	0.05	strong	True	0.5
S	0.6	0.6	0.6	20	8	0.05	strong	True	0.5
q	0.52	0.52	0.52	21	8	0.05	strong	True	0.5
abs_d	0.84	0.84	0.8399999999999999	21	8	0.05	strong	True	0.5
S	0.52	0.52	0.52	21	8	0.05	strong	True	0.5
q	0.52	0.52	0.52	22	8	0.05	strong	True	0.5
abs_d	0.76	0.76	0.76	22	8	0.05	strong	True	0.5
S	0.52	0.52	0.52	22	8	0.05	strong	True	0.5
q	0.48	0.48	0.48	23	8	0.05	strong	True	0.5
abs_d	0.76	0.76	0.76	23	8	0.05	strong	True	0.5
S	0.52	0.52	0.52	23	8	0.05	strong	True	0.5
q	0.48	0.48	0.48	24	8	0.05	strong	True	0.5
abs_d	0.68	0.68	0.68	24	8	0.05	strong	True	0.5
S	0.48	0.48	0.48	24	8	0.05	strong	True	0.5
q	0.44	0.44	0.44	25	8	0.05	strong	True	0.5
abs_d	0.72	0.72	0.72	25	8	0.05	strong	True	0.5
S	0.48	0.48	0.48	25	8	0.05	strong	True	0.5
q	0.52	0.52	0.52	26	8	0.05	strong	True	0.5
abs_d	0.64	0.64	0.64	26	8	0.05	strong	True	0.5
S	0.52	0.52	0.52	26	8	0.05	strong	True	0.5
q	0.48	0.48	0.48	27	8	0.05	strong	True	0.5
abs_d	0.64	0.64	0.64	27	8	0.05	strong	True	0.5
S	0.48	0.48	0.48	27	8	0.05	strong	True	0.5
q	0.52	0.52	0.52	28	8	0.05	strong	True	0.5
abs_d	0.84	0.84	0.8399999999999999	28	8	0.05	strong	True	0.5
S	0.52	0.52	0.52	28	8	0.05	strong	True	0.5
q	0.44	0.44	0.44	29	8	0.05	strong	True	0.5
abs_d	0.8	0.8	0.8000000000000002	29	8	0.05	strong	True	0.5
S	0.48	0.48	0.48	29	8	0.05	strong	True	0.5
q	0.48	0.48	0.48	30	8	0.05	strong	True	0.5
abs_d	0.76	0.76	0.76	30	8	0.05	strong	True	0.5
S	0.56	0.56	0.56	30	8	0.05	strong	True	0.5
q	0.44	0.44	0.44	31	8	0.05	strong	True	0.5
abs_d	0.68	0.68	0.68	31	8	0.05	strong	True	0.5
S	0.48	0.48	0.48	31	8	0.05	strong	True	0.5
q	0.52	0.52	0.52	32	8	0.05	strong	True	0.5
abs_d	0.68	0.68	0.68	32	8	0.05	strong	True	0.5
