panel	gene_symbol	n_pt1_pr1	sd_pt1_pr1	n_pt2_pr2	sd_pt2_pr2	mean_sd_acute
Cardiometabolic_II	TMED10	10	0.467255	10	0.602706	0.534981
Inflammation_II	CEBPA	10	0.607372	10	0.46238	0.534876
Inflammation	AOC1	10	0.49466	10	0.574977	0.534818
Neurology_II	SNAPIN	10	0.629077	10	0.440434	0.534756
Oncology_II	NDST1	10	0.533104	10	0.535185	0.534144
Cardiometabolic	AHCY	10	0.531507	10	0.536735	0.534121
Inflammation	CXCL12	10	0.595249	10	0.47297	0.534109
Oncology_II	SAT2	10	0.548312	10	0.519718	0.534015
Cardiometabolic	CNPY2	10	0.711288	10	0.356717	0.534002
Cardiometabolic	STK11	10	0.449906	10	0.617289	0.533597
Inflammation	PSIP1	10	0.511471	10	0.555325	0.533398
Neurology_II	GRIN2B	10	0.450139	10	0.616088	0.533113
Oncology	PSMA1	10	0.576374	10	0.48978	0.533077
Inflammation_II	GCHFR	10	0.809951	10	0.255893	0.532922
Neurology	PTS	10	0.606145	10	0.458052	0.532099
Neurology_II	TDO2	10	0.469358	10	0.594305	0.531832
Neurology_II	GSTT2B	10	0.425883	10	0.637699	0.531791
Inflammation_II	CSH1	10	0.420825	10	0.642259	0.531542
Inflammation	IL10RA	10	0.482842	10	0.579828	0.531335
Oncology_II	BSND	10	0.639689	10	0.422882	0.531286
Oncology_II	VPS28	10	0.503445	10	0.558148	0.530797
Cardiometabolic	GSTA1	10	0.497777	10	0.563407	0.530592
Inflammation_II	VEGFB	10	0.403116	10	0.658048	0.530582
Oncology_II	LMOD1	10	0.350332	10	0.710737	0.530535
Oncology_II	IL25	10	0.561279	10	0.498584	0.529931
Neurology	ARID4B	10	0.634965	10	0.424416	0.529691
Neurology_II	DEFB116	10	0.526115	10	0.532904	0.529509
Inflammation	JUN	10	0.552578	10	0.506067	0.529322
Oncology_II	SLK	10	0.439756	10	0.617638	0.528697
Neurology	CSF2RA	10	0.53286	10	0.523903	0.528381
Neurology	KCNIP4	10	0.414661	10	0.640472	0.527567
Inflammation_II	REPS1	10	0.655284	10	0.398949	0.527117
Oncology_II	SLC28A1	10	0.472038	10	0.582139	0.527089
Cardiometabolic_II	OPLAH	10	0.528111	10	0.525511	0.526811
Oncology_II	CREBZF	10	0.565594	10	0.4878	0.526697
Oncology	HTRA2	10	0.477631	10	0.574469	0.52605
Oncology_II	SEPTIN7	10	0.785814	10	0.266147	0.525981
Neurology_II	CEND1	10	0.509082	10	0.542561	0.525821
Oncology_II	DTNB	10	0.626365	10	0.425253	0.525809
Oncology_II	RBP7	10	0.315532	10	0.73582	0.525676
Oncology	LSM1	10	0.498298	10	0.552659	0.525479
Inflammation_II	ST8SIA1	10	0.479154	10	0.569134	0.524144
Inflammation	DFFA	10	0.582158	10	0.46496	0.523559
Cardiometabolic_II	CHGA	10	0.528248	10	0.517043	0.522646
Inflammation	SIT1	10	0.443659	10	0.600865	0.522262
Oncology_II	PCNA	10	0.39266	10	0.65148	0.52207
Cardiometabolic	CTSH	10	0.618028	10	0.4261	0.522064
Neurology_II	TP73	10	0.605669	10	0.436917	0.521293
Neurology_II	FAM171A2	10	0.37912	10	0.662778	0.520949
Inflammation	FABP1	10	0.447748	10	0.592464	0.520106
Neurology_II	S100G	10	0.560522	10	0.479593	0.520058
Inflammation_II	IL31	10	0.590076	10	0.44965	0.519863
Neurology	IL34	10	0.532325	10	0.507247	0.519786
Inflammation_II	CD3G	10	0.594435	10	0.445083	0.519759
Oncology	RP2	10	0.435248	10	0.603279	0.519263
Cardiometabolic_II	PALM3	10	0.490472	10	0.546719	0.518595
Neurology_II	SOWAHA	10	0.512109	10	0.524449	0.518279
Neurology	GBP4	10	0.668903	10	0.367506	0.518204
Oncology	LTA4H	10	0.461929	10	0.572947	0.517438
Inflammation	IL17C	10	0.545456	10	0.489305	0.51738
Cardiometabolic_II	PDE4D	10	0.576231	10	0.458346	0.517288
Inflammation	IL17F	10	0.623428	10	0.410796	0.517112
Oncology	NFKBIE	10	0.442127	10	0.591554	0.51684
Oncology_II	OFD1	10	0.51905	10	0.514526	0.516788
Inflammation	CD70	10	0.449033	10	0.584438	0.516735
Cardiometabolic_II	RAB10	10	0.548155	10	0.484834	0.516495
Oncology_II	IL2RG	10	0.475487	10	0.557219	0.516353
Neurology_II	MRPL28	10	0.582534	10	0.450039	0.516286
Oncology_II	GLIPR1	10	0.527458	10	0.504944	0.516201
Oncology_II	MORF4L1	10	0.594551	10	0.437126	0.515838
Neurology_II	HTR1A	10	0.558099	10	0.472351	0.515225
Oncology_II	CEACAM18	10	0.59241	10	0.436856	0.514633
Inflammation	FXYD5	10	0.625579	10	0.403678	0.514629
Cardiometabolic_II	NPR1	10	0.596654	10	0.432597	0.514626
Oncology	MAEA	10	0.467844	10	0.561301	0.514572
Inflammation_II	RICTOR	10	0.510523	10	0.515793	0.513158
Neurology_II	NLGN2	10	0.600323	10	0.425972	0.513147
Neurology_II	LRFN2	10	0.663722	10	0.361957	0.51284
Inflammation_II	MST1	10	0.470017	10	0.555466	0.512742
Neurology_II	SNAP25	10	0.426455	10	0.598266	0.512361
Oncology	SPINK6	10	0.478698	10	0.545694	0.512196
Cardiometabolic_II	SART1	10	0.435671	10	0.588616	0.512143
Oncology	PPY	10	0.508466	10	0.515684	0.512075
Inflammation_II	GLI2	10	0.502637	10	0.520187	0.511412
Oncology_II	SLC9A3R2	10	0.31422	10	0.707794	0.511007
Cardiometabolic	CEBPB	10	0.559631	10	0.46233	0.510981
Neurology_II	SCN3A	10	0.470821	10	0.550851	0.510836
Cardiometabolic_II	SEL1L	10	0.233174	10	0.788426	0.5108
Oncology_II	GABARAPL1	10	0.527778	10	0.493747	0.510762
Oncology_II	FOS	10	0.765154	10	0.255565	0.51036
Neurology_II	CHCHD10	10	0.529968	10	0.490523	0.510246
Neurology_II	TIMM8A	10	0.522178	10	0.497272	0.509725
Inflammation	SPINK4	10	0.489701	10	0.529618	0.509659
Inflammation	IL22RA1	10	0.508609	10	0.510195	0.509402
Neurology	CDHR1	10	0.530911	10	0.485509	0.50821
Cardiometabolic_II	COCH	10	0.563769	10	0.451149	0.507459
Neurology	HSP90B1	10	0.5618	10	0.453023	0.507411
Cardiometabolic_II	GIP	10	0.35762	10	0.656654	0.507137
Neurology_II	SLC1A4	10	0.522463	10	0.490826	0.506644
Neurology	WWP2	10	0.559889	10	0.45333	0.506609
Neurology	GLT8D2	10	0.636769	10	0.376289	0.506529
Cardiometabolic	DUOX2	10	0.477206	10	0.535441	0.506323
Oncology_II	SMPDL3B	10	0.422225	10	0.588661	0.505443
Inflammation_II	TP53I3	10	0.622381	10	0.386747	0.504564
Inflammation	CNTNAP2	10	0.57169	10	0.437321	0.504506
Neurology_II	CNGB3	10	0.537037	10	0.470649	0.503843
Cardiometabolic	ANXA4	10	0.41575	10	0.591133	0.503441
Oncology	CPE	10	0.247369	10	0.759366	0.503367
Oncology	SCP2	10	0.403303	10	0.602573	0.502938
Inflammation_II	ADAM12	10	0.515259	10	0.490069	0.502664
Neurology_II	PNMA2	10	0.511232	10	0.49391	0.502571
Inflammation_II	LRIG3	10	0.580221	10	0.424801	0.502511
Cardiometabolic	PAG1	10	0.380034	10	0.624269	0.502151
Cardiometabolic	PRTN3	10	0.146645	10	0.857419	0.502032
Inflammation_II	FGF12	10	0.672608	10	0.331241	0.501925
Inflammation_II	LZTFL1	10	0.710394	10	0.292259	0.501326
Oncology_II	FNTA	10	0.320723	10	0.681564	0.501144
Cardiometabolic_II	PAGR1	10	0.489528	10	0.511431	0.500479
Cardiometabolic_II	ANK2	10	0.457096	10	0.543424	0.50026
Neurology	BLVRB	10	0.71654	10	0.283829	0.500184
Cardiometabolic_II	UGDH	10	0.538236	10	0.46031	0.499273
Neurology	MRPL46	10	0.562552	10	0.435106	0.498829
Neurology_II	ATXN2L	10	0.446771	10	0.550691	0.498731
Inflammation_II	PTPN9	10	0.514721	10	0.47945	0.497085
Oncology	BAMBI	10	0.63546	10	0.358072	0.496766
Neurology	MAD1L1	10	0.485391	10	0.50726	0.496325
Oncology	PPM1A	10	0.338808	10	0.653335	0.496071
Inflammation_II	TLR1	10	0.67801	10	0.314127	0.496068
Neurology_II	LEO1	10	0.458772	10	0.533155	0.495963
Neurology	PPCDC	10	0.596865	10	0.394699	0.495782
Inflammation_II	NPHS2	10	0.352713	10	0.638003	0.495358
Inflammation_II	TSPYL1	10	0.487941	10	0.502493	0.495217
Neurology_II	PPP1R14D	10	0.400983	10	0.587446	0.494215
Inflammation	NCK2	10	0.466908	10	0.52068	0.493794
Cardiometabolic	CHEK2	10	0.39076	10	0.595762	0.493261
Inflammation_II	IL20RB	10	0.473097	10	0.513163	0.49313
Inflammation	ACTN4	10	0.565631	10	0.420462	0.493046
Neurology	SERPINB6	10	0.544332	10	0.44175	0.493041
Neurology	CALCA	10	0.446475	10	0.537857	0.492166
Oncology	CDHR2	10	0.160287	10	0.823953	0.49212
Oncology_II	TAP1	10	0.423212	10	0.560942	0.492077
Inflammation	MICB_MICA	10	0.467936	10	0.515926	0.491931
Neurology_II	SPACA5_SPACA5B	10	0.610949	10	0.369738	0.490343
Neurology	OBP2B	10	0.499053	10	0.481451	0.490252
Inflammation_II	C1QL2	10	0.596083	10	0.38426	0.490171
Inflammation	RAB37	10	0.445021	10	0.534449	0.489735
Inflammation_II	IL36A	10	0.623324	10	0.353298	0.488311
Cardiometabolic	GHRL	10	0.479208	10	0.496944	0.488076
Oncology	IL6	10	0.48081	10	0.494095	0.487453
Inflammation	PROK1	10	0.63088	10	0.343553	0.487217
Oncology	CCT5	10	0.762582	10	0.211011	0.486796
Inflammation	HGF	10	0.222198	10	0.751112	0.486655
Inflammation	CD40	10	0.416893	10	0.555991	0.486442
Oncology_II	LSM8	10	0.706077	10	0.266594	0.486335
Inflammation_II	ERMAP	10	0.523082	10	0.449537	0.48631
Neurology_II	CDH4	10	0.507335	10	0.464555	0.485945
Neurology_II	ART5	10	0.460774	10	0.510894	0.485834
Neurology_II	CNTNAP4	10	0.521482	10	0.450135	0.485808
Neurology	LGALS8	10	0.458882	10	0.512405	0.485644
Oncology_II	IZUMO1	10	0.41688	10	0.553337	0.485108
Inflammation	NCLN	10	0.557905	10	0.412213	0.485059
Cardiometabolic_II	PROCR	10	0.356176	10	0.612925	0.484551
Inflammation_II	HIF1A	10	0.391352	10	0.576965	0.484158
Cardiometabolic_II	FHIP2A	10	0.656224	10	0.311491	0.483857
Cardiometabolic	TSLP	10	0.429615	10	0.537675	0.483645
Oncology_II	TIGIT	10	0.385741	10	0.580561	0.483151
Oncology_II	LACRT	10	0.426262	10	0.539475	0.482868
Neurology_II	PCBP2	10	0.52262	10	0.442499	0.482559
Neurology_II	VGF	10	0.60667	10	0.358212	0.482441
Cardiometabolic	EPHX2	10	0.524556	10	0.438319	0.481437
Oncology_II	EFCAB2	10	0.453753	10	0.509063	0.481408
Oncology	KRT18	10	0.258924	10	0.703509	0.481217
Oncology	FMR1	10	0.410354	10	0.550283	0.480319
Inflammation	BCL2L11	10	0.318338	10	0.64127	0.479804
Inflammation_II	C8B	10	0.516178	10	0.442418	0.479298
Neurology_II	TSC22D1	10	0.459582	10	0.498875	0.479229
Oncology	GFOD2	10	0.319391	10	0.638532	0.478962
Oncology_II	DHPS	10	0.328146	10	0.629308	0.478727
Inflammation	CD84	10	0.321658	10	0.635342	0.4785
Inflammation_II	HDAC8	10	0.427916	10	0.528726	0.478321
Neurology_II	KLHL41	10	0.613323	10	0.34219	0.477756
Oncology_II	REG3G	10	0.446437	10	0.508916	0.477676
Neurology_II	TPSD1	10	0.551546	10	0.401862	0.476704
Neurology	RBKS	10	0.592179	10	0.361137	0.476658
Neurology_II	CLNS1A	10	0.432389	10	0.520868	0.476629
Oncology	PRDX6	10	0.58471	10	0.36777	0.47624
Neurology_II	TEX101	10	0.498365	10	0.453195	0.47578
Oncology_II	WDR46	10	0.6286	10	0.32275	0.475675
Neurology_II	CLIC5	10	0.456154	10	0.495155	0.475655
Neurology	PSME1	10	0.633585	10	0.317366	0.475476
Cardiometabolic_II	IDO1	10	0.479195	10	0.471471	0.475333
Inflammation_II	FGFR4	10	0.748409	10	0.200773	0.474591
Neurology	ODAM	10	0.416997	10	0.532156	0.474576
Neurology_II	GRIK2	10	0.58736	10	0.361635	0.474498
Inflammation_II	NME1	10	0.575986	10	0.372599	0.474293
Cardiometabolic	DNAJB8	10	0.489874	10	0.458679	0.474276
Oncology	SFTPA2	10	0.456169	10	0.491566	0.473868
Cardiometabolic_II	NECAP2	10	0.364283	10	0.583446	0.473865
Neurology_II	TMEM25	10	0.539717	10	0.407738	0.473728
Cardiometabolic_II	ADAMTSL5	10	0.574042	10	0.37322	0.473631
Neurology	KLB	10	0.458013	10	0.488601	0.473307
Inflammation	NBN	10	0.475669	10	0.470251	0.47296
Neurology_II	DXO	10	0.463069	10	0.481736	0.472402
Cardiometabolic_II	CASQ2	10	0.456026	10	0.488234	0.47213
Neurology_II	ALDH5A1	10	0.520499	10	0.423623	0.472061
Oncology	PLXDC1	10	0.354792	10	0.586908	0.47085
Oncology_II	PPP1CC	10	0.450575	10	0.491049	0.470812
Cardiometabolic	MSMB	10	0.457915	10	0.483606	0.47076
Neurology	KRT14	10	0.713806	10	0.227595	0.470701
Neurology	KEL	10	0.509114	10	0.431424	0.470269
Inflammation	PREB	10	0.42582	10	0.514618	0.470219
Inflammation_II	FGF20	10	0.58922	10	0.351196	0.470208
Neurology_II	IFNL2	10	0.572545	10	0.367689	0.470117
Inflammation_II	SUMF1	10	0.42947	10	0.510695	0.470083
Neurology_II	NMT1	10	0.340832	10	0.598963	0.469898
Oncology	CES2	10	0.348382	10	0.590147	0.469265
Oncology	ATP6V1D	10	0.338194	10	0.600241	0.469217
Cardiometabolic_II	ANXA2	10	0.416645	10	0.520994	0.468819
Cardiometabolic_II	NFYA	10	0.375111	10	0.562506	0.468809
Cardiometabolic	FABP2	10	0.370064	10	0.567011	0.468537
Oncology_II	PRC1	10	0.494162	10	0.44157	0.467866
Neurology	IMPA1	10	0.462999	10	0.472257	0.467628
Neurology	ARSA	10	0.34382	10	0.590621	0.46722
Neurology	MATN3	10	0.45207	10	0.482059	0.467065
Neurology_II	IMPG1	10	0.44598	10	0.48809	0.467035
Cardiometabolic	F9	10	0.139532	10	0.793904	0.466718
Cardiometabolic_II	CDA	10	0.512161	10	0.420624	0.466393
Oncology_II	MAPRE3	10	0.543956	10	0.38804	0.465998
Inflammation_II	PNLIP	10	0.40283	10	0.528697	0.465763
Cardiometabolic_II	EXOSC10	10	0.527994	10	0.403449	0.465721
Oncology_II	VSIG2	10	0.270327	10	0.660787	0.465557
Neurology	GHRHR	10	0.43263	10	0.498247	0.465439
Inflammation	HSD11B1	10	0.391635	10	0.538265	0.46495
Oncology	RASSF2	10	0.42768	10	0.501147	0.464414
Neurology_II	PLXDC2	10	0.564043	10	0.364745	0.464394
Oncology	ALPP	10	0.155348	10	0.773311	0.464329
Cardiometabolic_II	CACNA1H	10	0.356952	10	0.571346	0.464149
Oncology_II	SLIRP	10	0.463842	10	0.464373	0.464107
Neurology_II	COL28A1	10	0.518273	10	0.409497	0.463885
Neurology	TPPP3	10	0.544117	10	0.383217	0.463667
Oncology	TPMT	10	0.576729	10	0.349865	0.463297
Cardiometabolic_II	CHMP6	10	0.579946	10	0.346536	0.463241
Cardiometabolic_II	DENND2B	10	0.483738	10	0.442294	0.463016
Oncology	ITGB5	10	0.257769	10	0.668132	0.462951
Cardiometabolic_II	ITGBL1	10	0.459507	10	0.466295	0.462901
Neurology_II	RAC3	10	0.259347	10	0.665784	0.462566
Neurology_II	DCC	10	0.546141	10	0.378742	0.462441
Cardiometabolic	PI3	10	0.482659	10	0.441851	0.462255
Inflammation_II	SEMA6C	10	0.457076	10	0.466539	0.461807
Inflammation	VEGFA	10	0.221888	10	0.701342	0.461615
Oncology	ELOA	10	0.280985	10	0.642054	0.46152
Cardiometabolic_II	COX6B1	10	0.451576	10	0.46889	0.460233
Oncology_II	EVI2B	10	0.346902	10	0.571361	0.459132
Cardiometabolic	DPP7	10	0.276144	10	0.641896	0.45902
Neurology_II	NT5C1A	10	0.394078	10	0.521488	0.457783
Oncology_II	PXDNL	10	0.560347	10	0.354886	0.457616
Oncology_II	MORN4	10	0.502316	10	0.411601	0.456959
Neurology_II	CD3D	10	0.286794	10	0.627059	0.456927
Cardiometabolic	GPR37	10	0.487638	10	0.424722	0.45618
Inflammation_II	ACRV1	10	0.451187	10	0.460637	0.455912
Neurology	SIGLEC15	10	0.530801	10	0.38094	0.455871
Cardiometabolic	QDPR	10	0.453092	10	0.458043	0.455567
Inflammation_II	IGFL4	10	0.388321	10	0.522123	0.455222
Neurology	FGR	10	0.410988	10	0.499149	0.455069
Oncology_II	GAS2	10	0.481055	10	0.42748	0.454267
Neurology_II	EIF1AX	10	0.4771	10	0.431209	0.454155
Neurology_II	FCER1A	10	0.487006	10	0.420495	0.453751
Inflammation_II	CA8	10	0.331687	10	0.575142	0.453415
Inflammation_II	SMPD3	10	0.449882	10	0.456022	0.452952
Oncology_II	LRRFIP1	10	0.663313	10	0.241983	0.452648
Oncology_II	SLC13A1	10	0.403161	10	0.501554	0.452358
Neurology_II	CLEC2L	10	0.402865	10	0.501493	0.452179
Oncology_II	TG	10	0.437992	10	0.46625	0.452121
Inflammation	GALNT3	10	0.462912	10	0.440135	0.451524
Cardiometabolic_II	KIF1C	10	0.33505	10	0.567853	0.451452
Cardiometabolic_II	ACSL1	10	0.344756	10	0.557624	0.45119
Inflammation_II	ECM1	10	0.326109	10	0.57622	0.451165
Cardiometabolic_II	NPL	10	0.584978	10	0.316961	0.45097
Cardiometabolic_II	GOT1	10	0.459249	10	0.4425	0.450875
Inflammation	TNF	10	0.51363	10	0.387143	0.450387
Oncology_II	GADD45B	10	0.540438	10	0.360227	0.450332
Inflammation_II	NDUFA5	10	0.379682	10	0.517999	0.448841
Inflammation_II	CCNE1	10	0.364393	10	0.533105	0.448749
Cardiometabolic	FABP6	10	0.356937	10	0.538483	0.44771
Neurology_II	PNLIPRP1	10	0.391994	10	0.503349	0.447671
Neurology	ING1	10	0.36934	10	0.5259	0.44762
Cardiometabolic_II	PGLYRP4	10	0.37522	10	0.519712	0.447466
Neurology_II	SEPTIN3	10	0.356335	10	0.537942	0.447139
Oncology	NUDT2	10	0.441455	10	0.452401	0.446928
Neurology	SLC39A14	10	0.570377	10	0.322406	0.446391
Neurology_II	PDRG1	10	0.411393	10	0.481303	0.446348
Neurology_II	CUZD1	10	0.334522	10	0.557996	0.446259
Inflammation	CST7	10	0.30364	10	0.588838	0.446239
Neurology	CGA	10	0.472596	10	0.419586	0.446091
Neurology	PAK4	10	0.352615	10	0.539438	0.446026
Oncology_II	NFKB2	10	0.575833	10	0.315685	0.445759
Oncology_II	KIR2DS4	10	0.532173	10	0.359041	0.445607
Oncology	SLAMF8	10	0.553193	10	0.337901	0.445547
Cardiometabolic_II	LCP1	10	0.564454	10	0.325648	0.445051
Cardiometabolic_II	TALDO1	10	0.588267	10	0.301338	0.444802
Cardiometabolic_II	ATP1B3	10	0.410692	10	0.478335	0.444513
Neurology_II	PSMD5	10	0.449856	10	0.439064	0.44446
Oncology_II	ACRBP	10	0.463086	10	0.425814	0.44445
Cardiometabolic_II	REXO2	10	0.375907	10	0.512956	0.444432
Inflammation	IL17A	10	0.375844	10	0.512547	0.444196
Oncology	CD28	10	0.51294	10	0.375055	0.443998
Oncology	CLEC6A	10	0.458486	10	0.428868	0.443677
Inflammation_II	CFHR5	10	0.528951	10	0.356561	0.442756
Neurology_II	RBP1	10	0.334689	10	0.550281	0.442485
Inflammation_II	PEPD	10	0.607732	10	0.277048	0.44239
Neurology	NOS3	10	0.456496	10	0.428239	0.442368
Oncology_II	SHPK	10	0.483974	10	0.399422	0.441698
Oncology_II	LTB	10	0.473832	10	0.407857	0.440845
Neurology_II	MYOM1	10	0.611097	10	0.270238	0.440668
Cardiometabolic_II	AAMDC	10	0.38586	10	0.495286	0.440573
Inflammation_II	FOLH1	10	0.283956	10	0.59626	0.440108
Cardiometabolic_II	ATP1B2	10	0.467157	10	0.412868	0.440012
Oncology	RBP5	10	0.345708	10	0.534279	0.439994
Oncology_II	KIR3DL2	10	0.41608	10	0.46349	0.439785
Neurology_II	RLN1	10	0.577823	10	0.301682	0.439753
Inflammation_II	INHBB	10	0.614966	10	0.264053	0.43951
Oncology	VNN2	10	0.202533	10	0.674934	0.438734
Oncology_II	ZP4	10	0.509169	10	0.367531	0.43835
Inflammation	AMBN	10	0.365284	10	0.511242	0.438263
Neurology	WFIKKN1	10	0.363848	10	0.51172	0.437784
Inflammation_II	COL5A1	10	0.367589	10	0.507442	0.437515
Inflammation_II	KDM3A	10	0.596759	10	0.278172	0.437465
Cardiometabolic_II	SLURP1	10	0.345498	10	0.529089	0.437293
Neurology	CCL2	10	0.305493	10	0.56887	0.437182
Oncology	HAGH	10	0.241543	10	0.63267	0.437106
Inflammation	ITGB6	10	0.328207	10	0.545173	0.43669
Cardiometabolic_II	VIT	10	0.428817	10	0.444542	0.43668
Oncology_II	GAD1	10	0.400205	10	0.472447	0.436326
Cardiometabolic_II	BNIP2	10	0.390912	10	0.481186	0.436049
Inflammation_II	ASGR2	10	0.44114	10	0.430116	0.435628
Inflammation	RGS8	10	0.583408	10	0.287536	0.435472
Inflammation_II	SSBP1	10	0.450148	10	0.420541	0.435344
Neurology_II	SPRR3	10	0.478739	10	0.391624	0.435181
Oncology	RRM2	10	0.330381	10	0.539801	0.435091
Oncology	ARHGAP1	10	0.44771	10	0.421683	0.434697
Neurology_II	KLRK1	10	0.254406	10	0.614957	0.434682
Oncology_II	PCSK7	10	0.390064	10	0.478814	0.434439
Cardiometabolic_II	MYL4	10	0.566952	10	0.300847	0.433899
Oncology_II	IMMT	10	0.350988	10	0.51673	0.433859
Oncology_II	EDDM3B	10	0.34971	10	0.517594	0.433652
Neurology_II	KIAA0319	10	0.215322	10	0.651851	0.433587
Cardiometabolic_II	TCOF1	10	0.59332	10	0.273199	0.433259
Cardiometabolic_II	ARNTL	10	0.24948	10	0.615933	0.432706
Neurology	HMOX2	10	0.31684	10	0.54646	0.43165
Inflammation_II	CPOX	10	0.482553	10	0.379922	0.431237
Cardiometabolic	PLIN3	10	0.409109	10	0.453346	0.431227
Oncology_II	TNFAIP2	10	0.430914	10	0.431052	0.430983
Inflammation_II	S100A13	10	0.597114	10	0.264702	0.430908
Cardiometabolic_II	NAGK	10	0.296733	10	0.563951	0.430342
Oncology	GPA33	10	0.402471	10	0.457421	0.429946
Oncology_II	KLK15	10	0.356248	10	0.503589	0.429918
Neurology	MASP1	10	0.376753	10	0.483076	0.429914
Neurology	PRDX1	10	0.453375	10	0.40643	0.429902
Oncology_II	HSPA2	10	0.468958	10	0.390809	0.429883
Oncology_II	RAD51	10	0.487219	10	0.372444	0.429831
Inflammation_II	TYRP1	10	0.385332	10	0.473904	0.429618
Inflammation_II	ACHE	10	0.635363	10	0.223843	0.429603
Oncology_II	DYNC1H1	10	0.475583	10	0.38296	0.429271
Cardiometabolic_II	SNU13	10	0.47908	10	0.379432	0.429256
Inflammation_II	BAG4	10	0.488388	10	0.369839	0.429114
Neurology	COPE	10	0.447276	10	0.410879	0.429077
Cardiometabolic_II	ADGRF5	10	0.478432	10	0.379186	0.428809
Oncology	RAD23B	10	0.416391	10	0.440618	0.428504
Neurology	SCARB1	10	0.526069	10	0.3306	0.428335
Inflammation_II	LPA	10	0.666365	10	0.189985	0.428175
Inflammation_II	CLEC12A	10	0.309999	10	0.546147	0.428073
Cardiometabolic_II	RPL14	10	0.564401	10	0.291464	0.427933
Cardiometabolic_II	TNFSF8	10	0.520206	10	0.335613	0.42791
Neurology	DPEP1	10	0.445722	10	0.409759	0.427741
Inflammation	CCL13	10	0.22782	10	0.626567	0.427194
Oncology	GSAP	10	0.284342	10	0.569853	0.427097
Inflammation	SH2D1A	10	0.39465	10	0.458555	0.426603
Neurology_II	TXNDC9	10	0.414268	10	0.438652	0.42646
Neurology_II	SNRPB2	10	0.534381	10	0.318107	0.426244
Inflammation	FST	10	0.261826	10	0.59038	0.426103
Inflammation_II	APOB	10	0.487809	10	0.362661	0.425235
Cardiometabolic_II	SCGB2A2	10	0.498501	10	0.351158	0.424829
Inflammation_II	CD7	10	0.433026	10	0.416041	0.424533
Oncology	NINJ1	10	0.373747	10	0.475151	0.424449
Neurology_II	GPR158	10	0.356825	10	0.491887	0.424356
Oncology	OPTC	10	0.315671	10	0.532425	0.424048
Neurology_II	OMP	10	0.526744	10	0.320692	0.423718
Oncology	PDGFC	10	0.444897	10	0.402384	0.42364
Neurology_II	SOX2	10	0.416839	10	0.430368	0.423603
Cardiometabolic	TIE1	10	0.116427	10	0.730679	0.423553
Neurology	KIRREL2	10	0.457892	10	0.388578	0.423235
Inflammation	FGF19	10	0.449243	10	0.395866	0.422554
Oncology	DDX58	10	0.506415	10	0.338203	0.422309
Inflammation_II	CTSE	10	0.627425	10	0.21704	0.422233
Inflammation_II	TNFRSF17	10	0.616389	10	0.226667	0.421528
Neurology_II	S100A14	10	0.315767	10	0.527158	0.421462
Neurology	METAP1	10	0.467056	10	0.375628	0.421342
Cardiometabolic_II	MYL1	10	0.438904	10	0.403167	0.421036
Cardiometabolic_II	EPPK1	10	0.40914	10	0.43285	0.420995
Neurology	PPP3R1	10	0.422222	10	0.418868	0.420545
Oncology	KIR2DL3	10	0.388144	10	0.45237	0.420257
Cardiometabolic	VAMP5	10	0.281551	10	0.558878	0.420215
Inflammation_II	TXN	10	0.478169	10	0.362193	0.420181
Oncology_II	BCL2	10	0.385778	10	0.450658	0.418218
Inflammation	FGF5	10	0.427835	10	0.407508	0.417671
Cardiometabolic_II	ITPR1	10	0.472629	10	0.362535	0.417582
Oncology_II	LYZL2	10	0.307995	10	0.526795	0.417395
Inflammation_II	GLA	10	0.464324	10	0.368131	0.416228
Inflammation	DGKZ	10	0.549984	10	0.282225	0.416105
Inflammation_II	AHSG	10	0.45521	10	0.376425	0.415817
Cardiometabolic	SOST	10	0.340492	10	0.491007	0.41575
Inflammation_II	CSF2RB	10	0.380701	10	0.450555	0.415628
Cardiometabolic_II	ABRAXAS2	10	0.365866	10	0.465005	0.415435
Inflammation_II	GNPDA2	10	0.512358	10	0.317009	0.414684
Neurology	FKBP7	10	0.559225	10	0.269445	0.414335
Oncology	FCRLB	10	0.332375	10	0.496231	0.414303
Oncology	HS6ST1	10	0.299019	10	0.529076	0.414048
Oncology_II	SUGP1	10	0.293728	10	0.534236	0.413982
Inflammation_II	PAXX	10	0.480948	10	0.346997	0.413972
Inflammation_II	CRELD1	10	0.657593	10	0.169789	0.413691
Neurology	LXN	10	0.521796	10	0.304922	0.413359
Oncology_II	SDHB	10	0.316521	10	0.510131	0.413326
Inflammation_II	ESR1	10	0.375724	10	0.449935	0.41283
Inflammation_II	TGFBR1	10	0.488461	10	0.336026	0.412243
Oncology	FLT3	10	0.438656	10	0.385207	0.411931
Oncology_II	RNF43	10	0.438704	10	0.384032	0.411368
Neurology_II	KCTD5	10	0.342261	10	0.480411	0.411336
Cardiometabolic_II	HSDL2	10	0.201607	10	0.619644	0.410625
Inflammation	TGFB1	10	0.29303	10	0.527572	0.410301
Neurology	RSPO1	10	0.383244	10	0.43635	0.409797
Oncology	NT5E	10	0.178208	10	0.641316	0.409762
Inflammation_II	NPHS1	10	0.450214	10	0.368755	0.409484
Neurology_II	AP3S2	10	0.364926	10	0.453374	0.40915
Oncology	UXS1	10	0.414972	10	0.40243	0.408701
Neurology	CD274	10	0.456215	10	0.360944	0.408579
Oncology	FES	10	0.500778	10	0.314818	0.407798
